,id,sentence,subject_entity,object_entity,label
17,9758,또한 마리가 죽은 후 프랑스는 루이 11세의 선동으로 부르고뉴 공작으로서의 권위를 잃은 막시밀리안의 딸 마가렛을 샤를 8세의 여왕으로 입양하고 막시밀리안 1세의 안 드 브르타뉴와 재혼했다. Makgo Anne de Brittany와 결혼하고 Margarete를 인질로 잡은 후를 포함하여 두 나라 사이의 갈등이 시작되었습니다., '루이 11세', '샤를 8세',no_relation
18,9759,오스만 제국의 할아버지인 샤 술레이만(Shah Suleiman)이 실존인물인지는 알 수 없으나 오스만 1세가 발행한 주화에 에르투룰의 이름이 새겨져 있어 샤 술레이만의 존재에 비해 에르투룰의 존재가 비교적 확실하다., '오스만 1세', '에르투룰',no_relation
19,9760,"송진우 이름의 은행예금이 동아일보 800여 개 지점을 통해 모금된 독립운동 자금이고, 동아일보 경영진이 백운장이라는 요정에서 저녁식사를 하고, 김성수 집 등에서 비밀결사를 조직하려다 동아일보 백관수 사장이 체포됐다.", '동아일보', '김성수',no_relation
20,9761,다른 경쟁사인 스웨덴의 글로벌 가전기업 일렉트로룩스(7조5570억원)보다 훨씬 높은 수치다., '일렉트로룩스', '스웨덴',org:place_of_headquarters
21,9762,방탄소년단의 입대 일정이 화제가 된 이유는 21일 오후 국회 문화체육관광위원회 문화체육관광부 국정감사에서 안민석 의원이 한 발언 때문이다., '문화체육관광위원회', '안민석',no_relation
22,9763,1774년 5월 루이 15세가 사망하고 루이 16세가 즉위하자 마리 앙투아네트가 여왕이 되었습니다., '루이 16세', '루이 15세',per:other_family
23,9764,"같은 시즌에 그는 독일 클럽이 지배하는 UEFA 컵 준결승에 진출했지만, 아인트라흐트 프랑크푸르트는 뮌헨을 상대로 합계 3-5로 승리하여 시즌의 UEFA 컵 결승전 우승자가 되었습니다.", '아인트라흐트 프랑크푸르트', 'UEFA',org:member_of
24,9765,2012년 윤길중 진보당 비서관은 과거 재수사 사건에서 검찰 내부 방침 위반으로 징계를 받았다., '진보당', '윤길중',org:top_members/employees
25,9766,"1986년 설립되어 변호사 조준희, 황인철, 홍성우가 의장으로 있는 인권변호사들의 모임인 정의회 민변).", '황인철', '변호사',per:title
26,9767,아일랜드 공화국 형제단의 목표는 영국으로부터 독립하여 아일랜드에 민주 공화국을 수립하는 것이었습니다., '아일랜드', '영국으로부터 독립',no_relation
27,9768,"지난 12일 대법원(2부 안철상 대법관)은 성폭행 혐의로 입건된 A씨에게 징역 6개월, 집행유예 2년을 선고한 원심을 확정했다.", '안철상', '대법관',per:title
28,9769,"이용섭 광주광역시장이 3일 오전 이낙연 부총리, 부총리 등이 참석한 동구 아시아문화회관 야외광장에서 열린 제90회 학생독립운동 기념식을 하고 있다. 유은혜 교육부장관과 김영록 전남도지사, 애국지사, 시민 등 참가자와 학생들이 참석했다. 노래 불러줘", '유은혜', '교육부',per:employee_of
29,9770,하이트진로(대표 김인규)는 필리핀 수도 마닐라에 해외법인 하이트진로 필리핀(대표 박상현)을 설립하고 현지 시장 공략에 나선다고 6일 밝혔다., '필리핀', '마닐라',org:place_of_headquarters
30,9771,"이 전투에서 거의 6,000명의 덴마크군이 전사하고 2,500명이 포로로 잡혔다고 합니다.", '덴마크군', '6,no_relation
31,9772,"7월 2일 구단은 공식 홈페이지를 통해 이 소식을 알렸고, 라울 알비올은 드 라 레드가 마드리드 1학년 때 입단한 등번호 18번을 받았으며, 수비수는 델 라 레드가 발생할 경우를 대비해 원래 형태를 유지한다. 보고. 주인에게 돌려주겠다고 약속했다.", '라울 알비올', '수비수',per:title
32,9773,먼저 남구 갑에서는 민주당 허종식 후보(36.5%)와 더불어민주당 김충래 후보(19.66%)의 득표율이 엇갈려 새누리당 홍일표 후보가 당선됐다. 어업은 44.83%의 득표에 그쳤습니다., '홍일표', '남구 갑',no_relation
33,9774,"한편, 명나라 장군 모문룡이 철산군에 주둔하는 데 문제가 있자, 법원은 이를 부(府)로 승격시키고 자비로운 마음으로 이경직을 철산부사로 파견하였다. 마음. 백성을 돌보고 명나라에 영향을 주었다고 한다.", '모문룡', '명나라',per:origin
34,9775,"1989년 스펜서는 뉴질랜드 태생의 호주 배우 러셀 크로우와 함께 영화 크로싱("""")에 남녀 주연으로 출연했고, 그들은 반복적으로 만나고 헤어졌다.", '러셀 크로', '뉴질랜드',per:place_of_birth
35,9776,더불어민주당 비례대표로 선출된 전지기와 용혜인을 비롯해 30대 이하 젊은 정치인 7명이 선출됐다., '용혜인', '비례대표',per:title
36,9777,현대 물리학의 중력은 아인슈타인의 일반 상대성 이론으로 설명됩니다., '아인슈타인', '물리학',no_relation
37,9778,"한편 청와대는 같은 날 오후 정의용 국가안보실장이 주재하는 국가안보실 상임위 회의를 열고 ""WHO가 코로나19를 '팬데믹'으로 선언한 점 유념해달라""고 말했다. '라는 세계적 대유행, 코로나19 확산 방지를 위한 국제적 노력에 적극 동참하기로 했다""고 말했다.", '정의용', '국가안보실장',per:title
38,9779,대약진운동(약칭 대약진운동)은 1958년부터 1961년 말부터 1962년 초까지 마오쩌둥(毛澤東)이 공산주의 혁명 이후 중화인민공화국에서 현대 사회주의 사회를 건설하기 위한 목적으로 주도하였다. 으로 시작된 농업산업의 생산량을 늘리기 위한 정책이다., '마오쩌둥', '중화인민공화국',per:origin
39,9780,"한편, 자유한국당 이양수 의원은 25일 더불어민주당 강원도·충북도 2개 정당과 국회 상임위 산하 공공기관 434개 중 16개 정당, 관련 기관은 웹사이트에 잘못 표기된 지도 서비스를 이용하고 있었습니다.", '이양수', '자유한국당',per:employee_of
40,9781,"시가총액 상위 종목은 삼성전자(1.41%), SK하이닉스(1.24%), 현대차(0.38%), 네이버(1.07%), 현대모비스(0.85%), LG화학(0.79%), 셀트리온 등이다. (0.97%), 신한금융지주(0.49%), SK텔레콤(0.62%)이 모두 상승했다.", 'SK하이닉스', 'SK텔레콤',no_relation
41,9782,"조 후보자는 이어 “올해는 검찰법이 통과되고 검찰개혁이 시작된 해인 만큼 문재인 대통령이 말한 새 질서를 온 국민이 느낄 수 있도록 노력해야 한다. '명백한 변화'로."" “21대 총선에서는 더불어민주당의 압도적인 승리만이 문재인 정부의 개혁개방이 가져온 '명백한 변화'를 온 국민이 느낄 수 있습니다.""", '문재인', '더불어민주당',per:origin
42,9783,전라남도 나주시(시장 강인규)는 시민들이 문화예술 활동을 즐길 수 있는 '빛가람 스마트미디어스테이션 시민전'의 작품 공개공모를 10일 개최한다고 밝혔다., '나주시', '강인규',org:top_members/employees
43,9784,"2012년 12월 17일, 그는 Travis Dano, John Buck, Noah Syndergaard 및 Wilmer Bessera를 상대로 Josh Tall, Mike Nickis와 함께 토론토 블루제이스로 3년 계약으로 총 3천만 달러(1월 1일)로 트레이드되었습니다. , 2016). , $2백만 클럽 옵션 포함).", '토론토 블루제이스', '2016',no_relation
44,9785,현재 현대로템(주)은 현대자동차(주)의 최대주주로 지분 43.36%를 보유하고 있다., '현대로템(주)', '현대자동차(주)',no_relation
45,9786,피고인을 구체적으로 밝히지는 않았지만 간담회에서 관련 자료를 언급한 주광덕·곽상도 자유한국당 의원을 겨냥한 것으로 보인다., '주광덕', '자유한국당',per:employee_of
46,9787,같은 날 김건모의 소속사 건음기획은 김건모를 명예훼손 및 법률 위반 및 허위사실 유포 혐의로 고소할 예정이라고 밝혔다., '김건모', '건음기획',per:employee_of
47,9788,알프레드 노벨의 유언에 따라 수상자는 노르웨이 노벨위원회에서 결정하며 시상식은 다른 부문과 달리 노르웨이 오슬로 국회에서 열린다., '노르웨이', '오슬로',org:members
48,9789,나치 계획에서 나치 독일의 우랄 산맥은 나치 독일의 아돌프 히틀러가 동부 전선에서 승리했다면 나치 독일의 전략적 목표였다., '나치 독일', '아돌프 히틀러',org:top_members/employees
49,9790,"노론은 아버지 사도세자의 죽음을 목격하고 노론에게 반한 정조 대신 이복형제인 은언과 은신군을 왕으로 세울 계획이었지만, 홍봉한이 빚을 갚는 것을 이상하게 본 영조는 시장에서. 제주도로 망명한 은신군은 그곳에서 풍토병으로 사망한다.", '은신군', '사도세자',per:parents
50,9791,2017년 8월 21일 백승호는 FC 바르셀로나 B를 떠나 같은 스페인 클럽 지로나 FC와 3년 계약을 맺고 지로나의 두 번째 팀인 CF 페랄라다-지로나 B로 이적했다., '바르셀로나', '스페인',org:place_of_headquarters
51,9792,"2010년 3월 3일부터 2011년 7월까지 한상헌 아나운서, 유수연 아나운서, 김재원 아나운서, 이슬기 아나운서가 진행을 맡았다.", '한상헌', '아나운서',per:title
52,9793,1878년 2월 7일 교황 비오 9세가 사망한 후 비스마르크는 레오 13세에 의해 계승되었습니다., '레오 13세', '비오 9세',no_relation
53,9794,그러나 나폴레옹은 뛰어난 전술을 바탕으로 아우스터리츠 전투 등을 승리로 하여 유럽대륙의 대부분을 정복하고 보나파르트 가문의 일원이 새로 세워진 왕국의 왕으로 세워졌다., '보나파르트 가', '나폴레옹',no_relation
54,9795,이후 포스코가 공과대학 설립을 추진함에 따라 1985년 포항공과대학교 초대 총장에 취임(당시 명칭은 철강연구원장)했다., '포스코', '포항공과대학교',org:members
55,9796,프랑스 최고의 프로축구 리그인 리그 1 소속인 파리 생제르맹 FC는 파르크 데 프랭스의 홈구장입니다., '파리 생제르맹 FC', '리그 1',org:member_of
56,9797,이재용 삼성전자 부회장은 25일 경기도 수원에 위치한 삼성종합기술원을 방문해 신기술 연구개발 현황 보고를 받고 차세대 미래기술 전략을 점검했다., '삼성전자', '삼성종합기술원',org:members
57,9798,자유한국당 황교안 원내대표와 자유한국당 나경원 원내대표는 문재인 정부의 대북정책을 '복종적'이라고 한 목소리로 비판했다., '나경원', '자유한국당',per:employee_of
58,9799,베를린 올림픽 마라톤 금메달리스트인 손기정씨가 제10호 국립유공자묘지입니다., '손기정', '마라톤',no_relation
59,9800,"2020년 1월 앨범 제작 '롤링 스톤' 특집에 따르면 ""래퍼이자 프로듀서인 로렌스 주니어는 닥터 드레가 90년대 데스 로 레코드를 떠난 이후 산발적으로 함께 작업해 왔으며, 여름부터 드러머와 함께 작업해왔다. 스튜디오의 Dr. Dre. Lawrence Jr.는 잡지에 ""Dem Jointz는 프로듀서이고 Eric Grieg는 건반, 베이스 및 기타를 연주하고 Darwin Parker는 키보드 연주자이자 프로듀서이고 저는 드러머입니다.", '닥터 드레', '프로듀서',per:title
60,9801,영화 속 주인공들은 호그와트 마법학교의 분류모자(소금모자)가 배정한 기숙사에서 생활한다., '호그와트', '마법학교',org:alternate_names
61,9802,"미국 캘리포니아 산호세에서 태어나 미국에서 학사를 마치고 미국에서 군 복무를 마치고 지난 1월 KT olleh LTE CF 한국 광고를 통해 단역으로 한국 광고 모델로 데뷔했다. 2014. SBS 서울방송, TBS 서울교통방송, EBS 한국교육방송공사 등의 TV 프로그램과 라디오 프로그램에서 ""미국 영어학원 강사이자 사위""로 처음 ​​얼굴을 알렸다. 이후 OBS 경인TV, TvN, JTBC, 아리랑TV에서 방송됐다. 프로그램에서 예능 강사 및 방송인으로도 활발히 활동하고 있으며 현재 EBS 한국교육방송공사 영어채널 관련 TV 프로그램 MC로 많은 사랑을 받고 있다.", '한국교육방송공사', 'EBS',org:alternate_names
62,9803,한편 발트해로 파견된 함대 사령관 에드워드 몬태규는 영국으로 소집되어 찰스 1세의 아들인 찰스 2세와 같은 왕당파를 단계적으로 모집하라는 명령을 받아 왕정복귀의 토대를 마련했다., '찰스 1세', '찰스 2세',per:children
63,9804,크누트(1018년 - 1042년 6월 8일) 또는 크누트 3세는 크누트 대왕의 아들이자 덴마크와 잉글랜드의 왕이었습니다., '크누트 3세', '1042년 6월 8일',per:date_of_death
64,9805,"대한애국단에서 활약한 단재 신채호, 우당 이회영, 유상근, 최흥식 등 독립운동가들의 흉상과 역사자료를 소개하는 4개의 작은 전시실로 나누어져 있다. .", '신채호', '독립운동가',per:title
65,9806,'내 마음은 초록빛'은 친환경 소비문화 확산을 위해 한국환경산업기술원(원장 남광희)이 제작하는 공개 웹드라마다. 드라마 속 톱스타로 떠오른 배우 차수혁(최규진)이 함께 드라마를 제작하며 벌어지는 에피소드를 그린다., '한국환경산업기술원', '남광희',org:top_members/employees
66,9807,SETI는 천문학자 칼 세이건을 소재로 한 영화 '컨택트'를 통해 널리 알려졌습니다., '칼 세이건', '천문학자',per:title
67,9808,"서먼 리 먼슨(Thurman Lee Munson, 1947년 6월 7일 ~ 1979년 8월 2일)은 뉴욕 양키스의 전 메이저 리그 야구 포수입니다.", '뉴욕 양키스', '1947',no_relation
68,9809,"영화 '프린세스 다이어리2'의 메인 타이틀곡인 'Breakaway'와 동명의 셋업 싱글 'Breakaway', 브리트니 스피어스(Britney Spears), 백스트리트 보이즈(Backstreet Boys) 등 10대 팝계의 가장 큰 프로듀서 중 한 명으로 꼽히는 맥스 마틴(Max Martin). Eyes'는 16세의 나이에 아픈 가족의 이야기를 담아 작곡한 '너 때문에'는 차트 1위에 올랐다.", '맥스 마틴', '프로듀서',per:title
69,9810,"또한 정계와 연예계를 넘나들며 각종 연예인들을 대하는 인물로 알려지면서 무명에 가까웠다. 그는 해방군 퇴역 정치인 고 장준하, 수영 국가대표 박태환, 배우 장진영 등 한국 유명 연예인들을 대했다고 주장한다.", '장준하', '정치인',per:title
70,9811,"소설가의 이미지가 중요하던 시기에 공지영은 답답했지만 ""내가 소설가가 될 수 없다면 내 인생이 전부가 아니다""라고 스스로를 위로하며 결심했다. 위대한 소설가가 아니라 인생의 승리자가 되십시오.", '공지영', '소설가',per:title
71,9812,1960년(쇼와 35년) 일본 사회당의 좌파 안보 정책에 항의하여 결성된 민주사회당은 서구식 사회민주주의를 옹호했지만 일본 정치에서는 항상 소수 세력이었다., '사회당', '사회민주주의',org:political/religious_affiliation
72,9813,경남대학교(총장 박재규)는 19일(화)부터 20일(수)까지 이틀간 '2019 경남대학교 엑스페스타 위크' 프로그램을 진행했다., '경남대학교', '박재규',org:top_members/employees
73,9814,와세다대학 동급생인 아리하라 고헤이도도 1순위로 선발돼 홋카이도 닛폰햄 파이터스에 입단했다., '아리하라 고헤이', '1순위',no_relation
74,9815,"제49대 사법시험(제39대 사법연수원)에 합격한 뒤 대검찰청 판사, 더불어민주당 대선후보 문재인 청년법특별수석, 더불어민주당 광주북구갑 의원 등을 역임했다. 지역위원장과 더불어민주당 국회의원 후보(광주북구갑)와 함께하는 20대 총선. 현재 홍남순 변호사기념회 사무총장을 맡고 있다.", '더불어민주당', '문재인',org:top_members/employees
75,9816,18일 전라북도체육회에 따르면 김동진 전북체육회 부회장은 다음달 서울에서 열리는 전국체전을 앞두고 막바지 훈련에 한창인 선수들을 격려했다. 월., '전라북도체육회', '전북체육회',org:alternate_names
76,9817,"박종대 하나금융투자 연구원은 '빅2' 편의점을 운영하는 GS리테일의 압도적인 수혜와 높은 성장률을 감안할 때 이 두 사업에 가맹점이 몰릴 가능성이 높다고 내다봤다. GS25, CU를 운영하는 BGF리테일.", 'GS25', 'GS리테일',org:member_of
77,9818,그러나 새정치민주연합의 창립등급이 등록될 당시에는 새정치민주연합을 새정치민주연합의 기존 창립등급으로 즉시 민주주의를 위한 새정치연합의 약자로 등록하는 것이 불가능하였다. 여전히 남아 있었다., '새정치민주연합', '새정치연합',org:alternate_names
78,9819,"그가 사망한 후, 육군 총사령관은 찰스 2세의 장남인 몬머스 공작 제임스 스콧(James Scott)에게 상속되었습니다.", '찰스 2세', '제임스',per:children
79,9820,"특히 이날 행사에는 김광현 특전여단장을 비롯한 간부 1000여명이 담양군 내 한 식당에 중대, 부처 단위로 모여 점심을 하고 주민들과 담소를 나누는 시간을 가졌다.", '김광현', '1,no_relation
80,9821,1997년 휴스턴 애스트로스로 데뷔해 2004년부터 KBO리그에서 뛰고 있다., '휴스턴 애스트로스', '2004',no_relation
81,9822,한편 북아일랜드 의회에서는 벨파스트 퀸즈 대학교에 4석이 배정됐으나 1969년 폐지됐다., '벨파스트', '북아일랜드',no_relation
82,9823,이언도가 집권한 후 노연창의 아버지 노광조의 보좌로 오랫동안 일하던 담전파(전 여구가 그를 죽이려 했다)가 변명했다. 위독한 상태이며 군에서 은퇴했다고 주장했습니다. 했다., '노연창', '노광조',per:parents
83,9824,"두 지사는 법안심사 소위원회에서 행정안전위원장 전혜숙, 더불어민주당 김영호 의원 등 의원들을 직접 방문해 시멘트 지방자원시설 건립을 위한 지방세법 개정안의 조속한 통과를 제안했다. 세.", '전혜숙', '더불어민주당',no_relation
84,9825,키스톤 콤비네이션을 형성한 2루수 안치홍이 22년 만에 최대 56억원을 받는 조건으로 롯데 자이언츠로 이적한 것과 달리 유격수 김선빈은 KIA에 남았다., '안치홍', '2루수',per:title
85,9826,이때 자신도 중국 공산당을 방문했다는 기사가 나왔지만 사실이 아닌 것으로 밝혀져 바티칸 시국을 방문했을 때 특히 교황 요한 바오로 2세에게 한국 방문을 요청해 성사시켰다., '요한 바오로 2세', '바티칸',per:origin
86,9827,16일 카르나는 카우라바의 총사령관이 되었다., '카르나', '카우라바',per:origin
87,9828,"중앙 미드필더는 원두재와 김동현이었고, 포백은 이유현, 이상민, 정태욱, 강윤성이었다.", '김동현', '미드필더',per:title
88,9829,이에 조양호 대한항공 회장은 잘못된 대한항공의 제도와 기업구조를 개편하겠다는 뜻을 밝혔다., '대한항공', '조양호',org:top_members/employees
89,9830,하지만 우승을 차지한 팀은 셀틱 FC(6승)와 레인저스 FC(5승) 두 팀뿐이다., '셀틱 FC', '레인저스 FC',no_relation
90,9831,"자유한국당을 제외하고는 더불어민주당, 바른미래당, 정의당, 민주평화당, 대안신당(가칭)이 옆에 있다. 이를 방지하기 위한 제도적 대책을 마련하겠다고 밝혔습니다.", '대안신당', '민주평화당',no_relation
91,9832,2017년 2월 박근혜 전 대통령이 탄핵되면서 새누리당에서 자유한국당으로 당명을 바꾼 지 3년 만이다., '박근혜', '자유한국당',no_relation
92,9833,이날 대본 1차장과 2차장을 맡은 박능후 보건복지부 장관과 진영 행정안전부 장관은 이날 행사에 불참했다., '보건복지부', '박능후',org:top_members/employees
93,9834,"제주삼다수를 생산·판매하는 제주특별자치도개발공사(대표 오경수)와 유통기업 광동제약(대표 최성원)이 키자니아에서 '제주삼다수와 함께하는 희망직업체험' 행사를 개최했다. , 1일 어린이 직업체험 테마파크. 했다.", '제주특별자치도개발공사', '오경수',org:top_members/employees
94,9835,이 행사는 남아프리카 공화국 여배우 샤를리즈 테론(Charlize Theron)이 FIFA 사무총장 제롬 발케(Jerome Valke)의 도움으로 주최했습니다., '샤를리즈 테론', '공화국',no_relation
95,9836,영화 '어벤져스'의 악당 타노스도 이터널스 중 한 명이다., '타노스', '이터널스',per:employee_of
96,9837,전반 43분 사디오 마네의 슛이 골대를 흔들었지만 리버풀은 핸드볼 파울로 판정된 VAR이 취소되면서 단 한 골도 내주지 못했다., '사디오 마네', '리버풀',per:employee_of
97,9838,이것이 박정희의 첫째 부인 육영수 씨가 충청도 출신이라는 점과 호남 출신인 김대중 씨의 고향이 다르다는 분석이다., '육영수', '박정희',per:spouse
98,9839,로마에서는 기원전 45년부터 1년이 365 1/4일이었던 율리우스력이 소시게네스의 조언을 구한 율리우스 카이사르에 의해 시행되었지만 이집트에서는 기원전 25년 아우구스투스의 명령으로 기원전 22년에 처음 도입되었다. /26 BC. Epagomen의 여섯 번째 날이 포함되었습니다., '아우구스투스', '율리우스 카이사르',no_relation
99,9840,"2005년 33세의 나이로 쿠페는 페트르 체흐, 지다, 잔루이지 부폰에 이어 세계 10대 골키퍼로 선정되기도 했다.", '페트르 체흐', '골키퍼',per:title
100,9841,하인케스는 분데스리가로 돌아와 2003-2004 시즌 초반에 FC 샬케 04의 감독을 맡았습니다., 'FC 샬케 04', '분데스리가',org:member_of
101,9842,"2009년 8월 19일, Bass는 94,000명의 관중 앞에서 바르셀로나와의 Joan Gamper 트로피에서 첫 정규 경기를 치뤘습니다.", '바르셀로나', '94,no_relation
102,9843,특히 서인영과 박정아는 리패키지 앨범 End And.. 이후 쥬얼리 탈퇴를 결정했다., '서인영', '쥬얼리',per:employee_of
103,9844,10일 유튜버 최홍철은 자신의 유튜브 채널에 임뚜렛과의 만남 영상을 올렸다., '최홍철', '유튜버',per:title
104,9845,"당시 독단적인 관점에서 농업 문제를 봤던 율리 마르토프(Юлий Мартов, 1873-1923)와 레프 트로츠키를 비롯한 멘셰비키들은 블라디미르 레닌의 강령을 '농경 자본주의'(Аграризм)라고 비판했다.", '트로츠키', '블라디미르 레닌',no_relation
105,9846,"Dodge는 크라이슬러 자동차 브랜드로 승용차, 픽업 트럭, 미니밴, SUV를 제조 및 판매합니다.", '크라이슬러', '자동차',org:product
106,9847,쿠빌라이는 툴루즈 칸과 소르칵타니 베키의 넷째 아들인 징기스칸의 손자이자 몽케 칸의 남동생이었다., '몽케 칸', '소르칵타니 베키',per:parents
107,9848,30일(현지시간) 러시아 통신사 타스(TASS)는 맥도날드가 모스크바에서 빅맥을 3루블에 판매하려던 계획을 다수 고객이 신종 코로나바이러스 감염증(코로나19)을 퍼뜨릴 수 있다는 우려로 취소했다고 보도했다., '러시아', '모스크바',no_relation
108,9849,"2016년 8월, 독일 분데스리가 소속의 여자 축구 클럽인 VfL 볼프스부르크와 2년 계약을 맺었다가 2017년 3월 FC 로젠고르트로 복귀했다.", 'VfL 볼프스부르크', '분데스리가',org:member_of
109,9850,그의 수비 능력은 대부분의 홈런 기록에 대한 강한 이미지 때문에 종종 간과되었지만 샌프란시스코 자이언츠와의 1962년 월드 시리즈 7차전에서 강한 어깨와 함께 멋진 공을 던졌습니다., '샌프란시스코 자이언츠', '1962',no_relation
110,9851,"1985년 3월 11일 73세의 콘스탄틴 체르넨코가 사망한 지 3시간 후, 미하일 고르바초프는 소련 공산당 정치국 선거에서 소련 공산당 총서기로 선출되었습니다.", '미하일 고르바초프', '콘스탄틴 체르넨코',no_relation
111,9852,"영국의 중도 우파 보수당과 미국의 공화당, 중도 좌파 노동당과 민주당 사이의 전통적인 연결에도 불구하고 보리스 존슨 전 런던 시장은 2008년 선거에서 버락 오바마를 지지했습니다.", '보리스 존슨', '보수당',no_relation
112,9853,롯데컬처웍스(주)는 롯데그룹의 한국 계열사인 롯데쇼핑의 자회사인 한국 영화사입니다., '롯데쇼핑', '롯데그룹',org:member_of
113,9854,또한 김일성은 인권을 파괴하는 스탈린주의를 철저히 견지하고 황장엽의 인간중심철학을 바탕으로 제시되었던 주체사상을 지배사상과 독재사상으로 변형시켰다. ., '황장엽', '김일성',no_relation
114,9855,2016년 7월 11일 스타벅스의 CEO인 하워드 슐츠는 직원들에게 2016년 10월 3일부터 미국 직영 매장의 임금을 최소 5% 인상하겠다고 밝혔습니다., '스타벅스', '하워드 슐츠',org:top_members/employees
115,9856,이를 실현하기 위해 1987년 2월 56세의 나이로 TSMC(대만반도제조회사)를 설립했다., 'TSMC', '1987년',org:founded
116,9857,"이번 평가는 지역 유역환경기관, 한국환경공단, 학계, 시민단체 등 관련 전문가들이 현장 확인 조사와 자료 조사·분석을 실시하는 1차 평가와 환경부가 이를 기반으로 한 1차 평가다. 1차 평가, 상대 평가 및 가감. 2차 심사·조정 항목 심사, 관리기관 순위 및 시설별 등급 산정 결과 2018년 평가 순위에 이어 2년 연속 최우수기관으로 선정됐다.", '한국환경공단', '환경부',org:member_of
